1	1	100	122	999	999	999	0	0	2	3	3	3
2	1	92	97	102	222	5	0	0	3	2	3	2
3	1	74	150	78	264	5	0	0	1	2	3	3
4	1	93	178	117	370	5	1	0	3	3	3	2
5	1	95	111	104	196	10	0	0	2	2	1	3
6	1	88	152	91	346	10	1	0	2	3	2	2
7	1	74	184	85	428	0	0	0	2	2	3	3
8	1	101	166	114	350	5	0	0	2	2	1	1
9	1	88	111	105	216	5	0	0	1	1	2	3
10	1	104	128	95	224	15	0	0	1	2	1	2
11	1	100	167	110	220	5	0	0	1	3	2	3
12	1	97	125	102	210	0	0	0	2	1	2	1
13	1	85	118	92	242	10	0	0	2	2	1	2
14	1	75	115	92	366	5	0	0	2	1	3	2
15	1	80	115	96	193	0	0	0	2	1	1	2
16	1	86	94	82	270	5	0	0	3	2	1	1
17	1	75	95	80	196	20	0	0	2	3	1	2
18	1	88	178	98	326	5	0	0	1	3	3	1
19	1	84	174	100	386	10	0	0	2	3	2	1
20	1	84	104	92	292	5	0	0	3	3	1	2
21	0	89	89	999	999	999	0	0	0	0	0	0
22	1	90	112	104	338	5	0	0	1	3	1	2
23	1	76	189	82	298	10	0	0	3	2	2	1
24	1	80	101	87	230	5	0	0	3	2	3	1
25	1	85	146	93	270	5	0	0	2	3	2	3
26	1	99	96	98	228	5	0	0	3	1	2	2
27	1	78	156	84	348	5	0	50	3	1	1	2
28	1	80	165	82	250	0	0	0	2	2	3	2
29	1	75	167	73	286	5	0	0	3	1	1	1
30	1	83	101	102	278	10	0	0	1	1	1	2
31	1	82	166	89	351	5	0	0	1	3	2	2
32	1	76	160	77	196	10	0	0	3	3	1	1
33	1	90	141	82	320	5	0	0	1	2	2	2
34	0	92	125	92	300	5	0	0	0	0	0	0
35	1	95	102	93	270	0	0	0	2	1	2	3
36	1	90	169	91	296	5	0	0	3	3	2	1
37	1	88	129	103	370	5	1	0	1	2	1	3
38	1	102	110	101	304	0	0	0	3	1	2	1
39	1	75	132	83	314	10	0	0	3	1	3	2
40	1	96	129	106	220	0	0	0	3	3	1	3
41	1	91	130	106	306	0	0	0	2	2	3	1
42	1	88	86	110	181	5	0	0	2	1	2	2
43	1	112	140	108	315	5	0	0	1	1	2	1
44	1	85	132	89	362	10	0	0	2	3	3	1
45	1	98	136	113	264	5	1	0	1	3	3	3
46	1	82	164	88	320	5	0	0	3	3	2	3
47	1	80	112	89	264	10	0	0	3	3	2	2
48	1	90	172	102	250	10	0	0	2	1	3	3
49	1	90	236	98	361	10	0	0	1	1	3	2
50	1	92	112	101	224	5	0	0	2	1	1	1
51	1	87	163	93	318	5	0	0	2	3	1	3
52	1	84	127	98	264	5	0	0	3	2	2	3
53	1	88	166	98	308	5	0	0	3	2	1	3
54	1	95	115	105	318	10	0	0	3	2	2	2
55	1	80	224	86	478	5	0	0	1	1	1	3
56	1	75	151	79	192	5	0	0	1	3	1	3
57	1	94	111	99	320	5	0	0	3	2	1	2
58	1	100	199	107	250	15	0	0	3	3	3	3
59	1	98	167	122	414	5	0	0	1	1	2	2
60	1	77	106	78	268	5	0	0	3	3	3	1
61	1	104	197	113	484	10	1	0	2	2	2	3
62	1	100	110	113	314	5	0	0	2	3	3	2
63	1	102	83	115	294	10	0	0	3	1	3	3
64	1	100	120	108	284	10	0	0	1	3	1	1
65	1	80	178	92	317	5	0	0	1	1	3	3
66	1	91	111	101	224	5	0	0	2	3	1	1
67	1	87	172	97	348	5	1	0	1	2	1	1
68	1	95	128	70	246	5	1	0	2	1	1	3
69	0	82	128	91	318	5	0	0	0	0	0	0
70	1	89	140	92	267	5	0	0	1	2	3	1
71	1	103	167	112	266	5	0	0	3	1	1	3
72	1	106	113	115	240	10	0	0	1	3	3	2
73	1	102	134	105	212	15	0	0	1	3	2	1
74	0	73	100	999	999	999	0	0	0	0	0	0
75	1	87	104	101	244	5	1	0	2	2	2	2
76	1	87	130	98	281	10	0	0	1	2	3	2
77	1	75	212	999	999	999	0	0	1	1	3	1
78	0	89	76	999	999	999	0	0	0	0	0	0
79	1	82	175	87	338	5	0	0	1	2	2	3
80	0	83	89	999	999	999	0	0	0	0	0	0
81	1	75	112	74	286	10	1	0	2	2	2	1
82	1	83	204	77	442	5	0	0	1	1	1	1
83	1	93	157	107	308	0	0	0	3	1	3	1
84	1	92	211	104	314	10	0	0	3	2	3	3
85	1	95	156	100	393	10	0	0	1	2	2	1
86	1	100	115	101	332	10	0	0	3	1	2	3
87	1	82	122	103	272	0	0	0	2	1	3	1
