1	1	1	1	82	1	21	0	0	0	0	0	0	0
1	1	1	2	30	1	39	0	0	1	0	1	0	0
1	1	1	3	55	1	5	0	0	0	0	1	0	0
1	1	2	1	43	1	71	0	0	0	0	2	0	0
1	1	2	2	59	1	2	0	0	0	0	0	0	0
1	1	2	3	9	1	1	0	0	0	0	0	0	0
1	1	3	1	77	1	0	0	0	0	1	0	0	0
1	1	3	2	49	1	51	0	0	0	0	0	0	0
1	1	3	3	65	1	26	0	0	0	0	0	0	0
1	2	1	1	67	1	69	0	0	0	0	0	0	0
1	2	1	2	10	1	61	1	0	0	0	2	0	0
1	2	1	3	37	1	31	0	0	0	0	0	0	0
1	2	2	1	85	1	144	0	0	0	0	0	0	0
1	2	2	2	33	1	136	0	0	1	0	0	0	0
1	2	2	3	79	1	13	0	0	0	0	1	0	0
1	2	3	1	70	1	24	0	0	0	0	0	0	0
1	2	3	2	76	1	19	0	0	0	0	0	0	0
1	2	3	3	3	1	54	0	0	0	0	0	0	0
1	3	1	1	64	1	1	0	0	0	0	0	0	0
1	3	1	2	22	1	6	0	0	0	0	0	0	0
1	3	1	3	56	1	49	0	0	0	0	0	0	0
1	3	2	1	73	1	112	0	0	1	0	3	0	0
1	3	2	2	31	1	1	0	0	0	0	0	0	0
1	3	2	3	11	1	10	1	0	0	0	0	0	1
1	3	3	1	18	1	1	0	0	0	0	0	0	0
1	3	3	2	72	1	9	0	0	0	0	0	0	0
1	3	3	3	45	1	0	0	0	0	0	0	0	0
2	1	1	1	50	1	50	0	0	0	0	0	0	0
2	1	1	2	15	1	1	0	0	0	0	0	0	0
2	1	1	3	68	1	108	0	0	0	0	0	0	0
2	1	2	1	12	1	26	0	0	0	1	0	0	0
2	1	2	2	42	1	0	0	0	0	0	0	0	0
2	1	2	3	35	1	23	0	0	0	0	0	0	0
2	1	3	1	87	1	19	0	0	0	0	0	0	0
2	1	3	2	14	1	67	0	0	0	0	0	0	0
2	1	3	3	48	1	16	0	0	0	1	0	0	0
2	2	1	1	8	1	60	0	0	1	0	1	0	0
2	2	1	2	13	1	58	0	0	0	0	0	0	0
2	2	1	3	5	1	13	0	0	0	0	0	0	0
2	2	2	1	81	1	46	0	0	0	0	0	0	0
2	2	2	2	75	1	1	0	0	0	0	0	0	0
2	2	2	3	61	1	10	0	0	0	0	0	0	0
2	2	3	1	41	1	65	0	0	0	0	0	0	0
2	2	3	2	28	1	55	0	0	1	0	0	0	0
2	2	3	3	7	1	21	0	0	0	0	2	0	0
2	3	1	1	66	1	2	0	0	1	0	0	0	0
2	3	1	2	17	1	48	0	0	0	0	0	0	0
2	3	1	3	51	1	66	0	0	0	0	0	0	0
2	3	2	1	19	1	20	0	0	0	0	0	0	0
2	3	2	2	6	1	26	0	0	0	0	0	0	0
2	3	2	3	25	1	55	0	0	0	0	0	0	0
2	3	3	1	44	1	0	0	0	0	0	0	0	0
2	3	3	2	62	1	5	0	0	0	0	0	0	0
2	3	3	3	34	1	4	1	0	0	0	0	0	0
3	1	1	1	29	1	29	0	0	0	0	0	0	0
3	1	1	2	27	1	0	0	0	0	0	0	0	0
3	1	1	3	71	1	117	0	0	1	0	0	0	0
3	1	2	1	38	1	1	0	0	0	0	0	0	0
3	1	2	2	26	1	27	0	0	0	0	0	0	0
3	1	2	3	86	1	7	0	0	0	0	0	0	0
3	1	3	1	83	1	0	0	0	0	0	0	0	0
3	1	3	2	39	1	18	0	0	0	0	0	0	0
3	1	3	3	63	1	7	0	0	0	0	0	0	0
3	2	1	1	16	1	10	2	0	0	0	0	0	0
3	2	1	2	57	1	9	0	0	0	0	0	0	0
3	2	1	3	53	1	12	0	0	0	0	0	0	0
3	2	2	1	23	1	27	0	0	0	0	0	0	0
3	2	2	2	54	1	9	0	0	0	0	0	0	0
3	2	2	3	52	1	6	0	0	0	0	0	0	0
3	2	3	1	24	1	12	0	0	0	0	0	0	0
3	2	3	2	2	1	54	1	0	0	0	1	0	0
3	2	3	3	84	1	14	0	0	0	0	0	0	0
3	3	1	1	32	1	0	0	0	0	0	1	0	0
3	3	1	2	20	1	23	1	0	0	0	1	0	0
3	3	1	3	40	1	0	0	0	0	0	0	0	0
3	3	2	1	36	1	0	0	0	0	0	2	0	0
3	3	2	2	47	1	100	0	0	0	1	4	0	0
3	3	2	3	46	1	40	0	0	1	0	0	0	0
3	3	3	1	60	1	0	0	0	0	0	0	0	0
3	3	3	2	4	1	0	0	0	0	0	0	0	0
3	3	3	3	58	1	0	0	0	0	0	0	0	0
1	1	1	1	82	2	17	0	0	0	0	0	0	0
1	1	1	2	30	2	51	0	0	0	0	0	0	0
1	1	1	3	55	2	7	0	0	0	1	0	0	0
1	1	2	1	43	2	125	1	0	0	0	6	0	0
1	1	2	2	59	2	5	0	0	0	0	0	0	0
1	1	2	3	9	2	1	0	0	0	0	0	0	0
1	1	3	1	77	2	0	0	0	0	0	0	0	0
1	1	3	2	49	2	58	0	0	0	0	2	0	0
1	1	3	3	65	2	23	0	0	0	0	0	0	0
1	2	1	1	67	2	99	0	0	0	0	3	0	0
1	2	1	2	10	2	46	1	0	0	0	3	0	0
1	2	1	3	37	2	35	1	0	0	0	0	0	0
1	2	2	1	85	2	124	0	0	0	0	0	0	0
1	2	2	2	33	2	136	0	0	0	0	0	1	0
1	2	2	3	79	2	35	0	0	0	0	0	0	0
1	2	3	1	70	2	35	0	0	0	0	0	0	0
1	2	3	2	76	2	21	0	0	0	0	0	0	0
1	2	3	3	3	2	51	0	0	0	0	0	0	0
1	3	1	1	64	2	4	0	0	0	0	0	0	0
1	3	1	2	22	2	28	0	0	0	0	0	0	0
1	3	1	3	56	2	53	0	0	0	0	1	0	0
1	3	2	1	73	2	153	0	0	0	0	10	0	0
1	3	2	2	31	2	1	1	0	0	0	0	0	0
1	3	2	3	11	2	5	0	0	0	0	0	0	1
1	3	3	1	18	2	2	0	0	0	1	0	0	0
1	3	3	2	72	2	4	0	0	0	0	0	0	0
1	3	3	3	45	2	0	0	0	0	0	0	0	0
2	1	1	1	50	2	58	0	0	0	0	0	0	0
2	1	1	2	15	2	6	0	0	0	0	0	0	0
2	1	1	3	68	2	88	0	0	0	0	3	0	0
2	1	2	1	12	2	33	0	0	0	0	0	0	0
2	1	2	2	42	2	0	0	0	0	0	0	0	0
2	1	2	3	35	2	31	0	0	0	0	0	0	0
2	1	3	1	87	2	18	0	0	0	0	0	0	0
2	1	3	2	14	2	83	0	0	0	0	1	0	0
2	1	3	3	48	2	39	0	0	0	0	2	0	0
2	2	1	1	8	2	68	0	0	1	0	4	0	0
2	2	1	2	13	2	53	0	0	0	0	0	0	0
2	2	1	3	5	2	31	0	0	0	0	1	0	0
2	2	2	1	81	2	62	0	0	0	0	0	0	0
2	2	2	2	75	2	22	0	0	0	0	0	0	0
2	2	2	3	61	2	0	0	0	0	0	1	0	0
2	2	3	1	41	2	134	0	0	0	0	1	0	0
2	2	3	2	28	2	70	0	0	1	0	0	0	0
2	2	3	3	7	2	24	0	0	0	0	0	0	1
2	3	1	1	66	2	4	0	0	0	1	0	0	0
2	3	1	2	17	2	61	0	0	0	0	1	0	0
2	3	1	3	51	2	59	0	0	1	0	0	0	0
2	3	2	1	19	2	32	0	0	0	0	0	0	0
2	3	2	2	6	2	45	0	0	0	0	0	0	0
2	3	2	3	25	2	50	0	0	0	0	0	0	0
2	3	3	1	44	2	0	0	0	0	0	0	0	0
2	3	3	2	62	2	5	0	0	0	0	0	0	0
2	3	3	3	34	2	4	0	0	0	0	0	0	0
3	1	1	1	29	2	29	0	0	0	0	0	0	0
3	1	1	2	27	2	0	0	0	0	0	0	0	0
3	1	1	3	71	2	80	0	0	1	0	0	0	0
3	1	2	1	38	2	0	0	0	0	0	1	0	0
3	1	2	2	26	2	32	0	0	0	0	0	0	0
3	1	2	3	86	2	5	0	0	0	0	2	0	0
3	1	3	1	83	2	0	0	0	0	0	2	0	0
3	1	3	2	39	2	22	0	0	0	0	4	0	0
3	1	3	3	63	2	17	0	0	0	0	0	0	0
3	2	1	1	16	2	12	0	0	0	0	0	0	0
3	2	1	2	57	2	15	0	0	0	0	0	0	0
3	2	1	3	53	2	14	0	0	0	0	0	0	0
3	2	2	1	23	2	14	0	0	0	0	2	0	0
3	2	2	2	54	2	0	1	0	0	0	2	0	0
3	2	2	3	52	2	8	0	0	0	0	0	0	0
3	2	3	1	24	2	1	0	0	0	0	0	0	0
3	2	3	2	2	2	30	1	0	0	0	2	0	0
3	2	3	3	84	2	16	0	0	0	0	0	0	0
3	3	1	1	32	2	0	0	0	0	0	0	0	0
3	3	1	2	20	2	6	0	0	0	0	1	0	0
3	3	1	3	40	2	4	0	0	0	0	0	0	0
3	3	2	1	36	2	0	0	0	0	0	0	0	0
3	3	2	2	47	2	96	2	0	0	1	2	0	0
3	3	2	3	46	2	11	0	0	0	0	0	1	0
3	3	3	1	60	2	0	0	0	0	0	0	0	0
3	3	3	2	4	2	0	0	0	0	0	0	0	0
3	3	3	3	58	2	0	0	0	0	0	0	0	0
1	1	1	1	82	3	26	0	0	0	0	0	0	0
1	1	1	2	30	3	34	1	0	0	0	0	0	0
1	1	1	3	55	3	2	0	0	0	0	0	0	0
1	1	2	1	43	3	111	1	0	0	0	3	0	0
1	1	2	2	59	3	3	0	0	0	0	1	0	0
1	1	2	3	9	3	1	0	0	0	0	0	0	0
1	1	3	1	77	3	0	0	0	0	0	0	0	0
1	1	3	2	49	3	61	0	0	0	0	0	0	0
1	1	3	3	65	3	3	0	0	0	0	1	0	0
1	2	1	1	67	3	87	0	0	0	0	0	1	0
1	2	1	2	10	3	21	1	0	0	0	1	0	0
1	2	1	3	37	3	6	0	0	0	0	0	0	0
1	2	2	1	85	3	205	0	0	0	0	0	0	0
1	2	2	2	33	3	38	1	0	0	0	0	0	0
1	2	2	3	79	3	15	0	0	0	0	0	0	0
1	2	3	1	70	3	44	0	0	0	0	1	0	0
1	2	3	2	76	3	35	0	0	0	0	0	0	0
1	2	3	3	3	3	95	0	0	0	0	0	0	0
1	3	1	1	64	3	13	0	0	0	0	0	0	0
1	3	1	2	22	3	37	0	0	0	0	0	0	0
1	3	1	3	56	3	42	1	0	0	0	0	0	0
1	3	2	1	73	3	163	0	0	0	0	3	0	0
1	3	2	2	31	3	1	0	0	0	0	1	0	0
1	3	2	3	11	3	1	0	0	0	0	0	0	0
1	3	3	1	18	3	2	0	0	0	0	0	0	0
1	3	3	2	72	3	0	0	0	0	0	0	0	0
1	3	3	3	45	3	1	0	0	0	0	0	0	0
2	1	1	1	50	3	0	0	0	0	0	0	0	0
2	1	1	2	15	3	38	0	0	0	0	0	0	0
2	1	1	3	68	3	58	0	0	0	0	0	0	0
2	1	2	1	12	3	22	0	0	0	0	0	0	0
2	1	2	2	42	3	0	0	0	0	0	0	0	0
2	1	2	3	35	3	50	0	0	0	0	0	0	0
2	1	3	1	87	3	23	0	0	0	0	0	0	0
2	1	3	2	14	3	97	0	0	0	0	0	0	0
2	1	3	3	48	3	27	0	0	0	0	0	0	0
2	2	1	1	8	3	53	0	0	1	0	2	0	0
2	2	1	2	13	3	76	0	0	0	0	2	0	0
2	2	1	3	5	3	30	0	0	0	0	0	0	0
2	2	2	1	81	3	73	0	0	0	0	0	0	0
2	2	2	2	75	3	0	0	0	0	0	0	0	0
2	2	2	3	61	3	36	0	0	0	0	0	0	0
2	2	3	1	41	3	174	0	0	0	0	0	0	0
2	2	3	2	28	3	79	0	1	0	0	0	0	0
2	2	3	3	7	3	20	0	0	0	0	2	0	1
2	3	1	1	66	3	7	0	0	0	0	0	0	0
2	3	1	2	17	3	86	0	0	0	0	2	0	0
2	3	1	3	51	3	40	0	0	1	0	0	0	0
2	3	2	1	19	3	35	0	0	0	0	0	0	0
2	3	2	2	6	3	29	0	0	0	0	0	0	0
2	3	2	3	25	3	56	0	0	0	0	0	0	0
2	3	3	1	44	3	0	0	0	0	0	0	0	0
2	3	3	2	62	3	12	0	0	0	0	0	0	0
2	3	3	3	34	3	0	0	0	0	0	0	0	0
3	1	1	1	29	3	52	0	0	0	0	0	0	0
3	1	1	2	27	3	0	0	0	0	0	0	0	0
3	1	1	3	71	3	79	1	0	1	0	0	0	0
3	1	2	1	38	3	1	0	0	0	0	0	0	0
3	1	2	2	26	3	54	0	0	0	0	0	0	0
3	1	2	3	86	3	4	0	0	0	0	3	0	0
3	1	3	1	83	3	0	0	0	0	0	2	0	0
3	1	3	2	39	3	22	0	0	0	0	0	0	0
3	1	3	3	63	3	0	0	0	0	0	0	0	0
3	2	1	1	16	3	25	0	0	0	0	0	0	0
3	2	1	2	57	3	13	0	0	0	0	0	0	0
3	2	1	3	53	3	36	0	0	0	0	0	0	0
3	2	2	1	23	3	0	0	0	0	0	0	0	0
3	2	2	2	54	3	0	0	0	0	0	0	0	0
3	2	2	3	52	3	0	0	0	0	0	0	0	0
3	2	3	1	24	3	1	0	0	0	1	0	0	0
3	2	3	2	2	3	7	1	0	0	0	0	0	0
3	2	3	3	84	3	11	0	0	0	0	1	0	0
3	3	1	1	32	3	0	0	0	0	0	0	0	0
3	3	1	2	20	3	0	0	0	0	0	0	0	0
