1 	1	1.00 	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1 	1	1.00 	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
1 	1	1.00 	1	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0
1 	1	1.00 	1	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0
1 	1	1.00 	2	7	0	0	10	0	0	0	1	0	0	0	0	0	0	0
1 	1	1.00 	5	9	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1 	2	1.00 	0	0	0	0	220	0	0	0	0	0	0	0	0	0	6	4
1 	2	1.00 	2	0	0	0	110	0	0	0	0	0	0	2	0	0	5	3
1 	2	1.00 	0	0	0	0	11	0	0	0	0	0	0	4	0	0	2	3
1 	2	1.00 	0	0	0	0	14	0	0	0	0	0	0	2	0	0	3	0
1 	2	1.00 	1	0	0	0	10	0	0	0	0	0	0	1	0	0	1	0
1 	2	1.00 	2	0	0	0	40	0	0	0	0	0	0	0	0	0	1	0
1 	3	1.00 	3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
1 	3	1.00 	2	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0
1 	3	1.00 	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0
1 	3	1.00 	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1 	3	1.00 	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
1 	3	1.00 	1	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0
1 	4	1.00 	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
1 	4	0.50 	1	2	0	0	30	0	0	0	0	0	0	0	0	1	0	0
1 	4	1.00 	0	0	0	0	7	1	0	0	0	0	1	0	0	0	0	0
1 	4	1.00 	1	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0
1 	4	1.00 	1	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0
1 	4	1.00 	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
1 	5	1.00 	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1 	5	1.00 	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
1 	5	1.00 	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1 	5	1.00 	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0
1 	5	1.00 	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0
1 	5	1.00 	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
1 	6	1.00 	1	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
1 	6	1.00 	1	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0
1 	6	1.00 	0	0	0	0	50	0	1	0	0	1	0	0	0	0	0	0
1 	6	1.00 	1	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
1 	6	1.00 	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
1 	6	1.00 	1	0	0	0	6	1	0	0	0	0	0	2	0	0	0	0
1 	7	1.00 	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1 	7	1.00 	0	3	0	0	8	0	0	1	0	0	0	0	0	0	0	0
1 	7	1.00 	1	2	0	0	25	0	0	2	0	0	0	0	0	0	0	0
1 	7	1.00 	1	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0
1 	7	1.00 	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1 	7	1.00 	0	5	0	0	11	0	1	2	0	0	0	0	0	0	0	0
1 	8	0.50 	1	0	0	0	530	0	0	0	0	0	2	0	0	0	0	4
1 	8	0.50 	0	0	0	0	290	0	0	0	0	0	0	1	0	0	2	2
1 	8	1.00 	3	0	0	0	155	0	0	0	0	0	0	1	0	0	0	0
1 	8	1.00 	0	0	0	0	37	0	0	0	0	0	0	2	0	0	0	0
1 	8	1.00 	2	0	0	0	40	0	0	0	0	2	0	1	0	0	0	0
1 	8	1.00 	2	0	0	0	29	0	2	0	0	0	0	0	0	0	0	0
1 	9	1.00 	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0
1 	9	1.00 	0	1	0	0	4	2	0	2	0	0	0	0	0	0	0	0
1 	9	1.00 	0	1	0	0	10	0	0	2	0	0	0	0	0	0	0	0
1 	9	1.00 	0	1	0	0	20	1	0	1	0	0	0	0	0	0	0	0
1 	9	1.00 	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0
1 	9	1.00 	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
1 	10	1.00 	0	0	0	14	1	0	0	2	0	0	0	0	0	0	0	0
1 	10	1.00 	2	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0
1 	10	1.00 	1	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0
1 	10	1.00 	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
1 	10	1.00 	0	1	0	4	3	0	1	3	0	0	0	0	0	0	0	0
1 	10	1.00 	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0
1 	11	1.00 	2	2	0	0	9	2	0	1	0	1	0	0	0	0	0	0
1 	11	1.00 	4	1	0	0	6	5	1	0	0	0	0	0	0	0	0	0
1 	11	1.00 	4	0	0	0	15	1	1	2	0	0	0	0	0	0	0	0
1 	11	1.00 	1	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0
1 	11	1.00 	3	5	0	0	55	5	0	3	0	0	0	0	0	0	0	0
1 	11	1.00 	1	2	0	0	70	2	0	0	0	0	0	0	0	0	0	0
1 	12	1.00 	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1 	12	1.00 	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
1 	12	1.00 	1	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0
1 	12	1.00 	3	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0
1 	12	1.00 	0	1	0	0	28	1	0	0	0	0	0	0	0	0	0	0
1 	12	1.00 	1	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0
1 	13	0.50 	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1 	13	0.50 	1	1	0	0	50	0	0	0	0	1	0	0	0	0	0	0
1 	13	0.50 	1	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1
1 	13	1.00 	1	1	0	0	65	0	0	0	0	0	0	0	0	0	0	0
1 	13	1.00 	0	0	0	0	140	1	0	2	1	0	0	0	0	0	0	0
1 	13	1.00 	2	0	0	1	110	2	0	1	0	0	0	0	0	0	0	0
1 	14	1.00 	1	0	0	0	210	0	0	0	0	0	0	0	0	0	0	1
1 	14	1.00 	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	4
1 	14	1.00 	2	0	0	0	30	0	0	0	0	2	0	0	0	0	0	1
1 	14	1.00 	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0
1 	14	1.00 	1	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0
1 	14	1.00 	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1 	15	0.50 	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0
1 	15	0.50 	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
1 	15	1.00 	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
1 	15	1.00 	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0
1 	15	1.00 	0	3	0	0	55	0	0	0	3	1	0	0	0	0	0	0
1 	15	1.00 	0	2	0	0	33	0	0	0	4	0	0	0	0	0	0	0
1 	16	1.00 	0	0	0	0	34	1	0	0	0	0	0	0	0	1	0	1
1 	16	1.00 	1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	2
1 	16	1.00 	1	0	0	0	110	0	0	0	0	0	0	0	0	0	0	3
1 	16	1.00 	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
1 	16	1.00 	1	2	0	0	90	0	0	0	2	0	0	0	0	0	0	0
1 	16	1.00 	1	0	0	0	115	0	0	0	2	0	0	0	0	0	0	0
1 	17	1.00 	1	0	0	0	30	0	0	0	0	3	0	0	0	0	0	0
